0,1,2,3,4,5,6,7,8,9,10,11
-6.057601532,-2.254378648,2.477922718,0.882418653,1.797389493,-2.62365711,-0.841731098,1.408154748,0.234001213,-0.092573511,-0.0247223,0.129740495
